@relation csvPartidos

@attribute surface {Hard,Clay,Grass}
@attribute P1_hand {R,L,U}
@attribute P2_hand {R,L,U}
@attribute P1_ht numeric
@attribute P2_ht numeric
@attribute P1_age numeric
@attribute P2_age numeric
@attribute P1_ace numeric
@attribute P2_ace numeric
@attribute P1_df numeric
@attribute P2_df numeric
@attribute P1_svpt numeric
@attribute P2_svpt numeric
@attribute P1_1stIn numeric
@attribute P2_1stIn numeric
@attribute P1_1stWon numeric
@attribute P2_1stWon numeric
@attribute P1_2ndWon numeric
@attribute P2_2ndWon numeric
@attribute P1_SvGms numeric
@attribute P2_SvGms numeric
@attribute P1_bpSaved numeric
@attribute P2_bpSaved numeric
@attribute P1_rank numeric
@attribute P2_rank numeric
@attribute P1_bpFaced numeric
@attribute P2_bpFaced numeric
@attribute WINNER {P1,P2}

@data
Clay,R,R,180,?,27.89,20.56,7,2,0,2,43,61,28,38,21,26,12,5,9,10,0,7,68,70,1,12,P1
Clay,R,R,185,188,24.71,34.96,12,2,7,4,125,121,65,74,54,57,27,18,17,17,6,6,8,71,7,8,P1
Clay,R,L,183,?,33.4,22.74,1,1,3,3,51,75,32,48,28,31,11,11,9,10,0,2,75,102,0,5,P1
Clay,R,R,185,180,24.71,27.89,10,9,5,0,92,89,54,64,46,48,21,14,16,16,1,3,8,68,2,5,P1
Clay,R,R,185,183,24.71,33.4,6,5,6,2,84,106,47,57,34,36,20,25,13,15,5,5,8,75,7,9,P1
Clay,L,R,185,183,31.98,32.64,2,2,3,1,109,107,63,82,47,46,27,16,16,15,5,6,1,129,7,10,P1
Clay,L,R,185,185,28.03,29.16,10,2,0,5,76,90,52,62,42,37,16,15,14,13,3,4,78,49,3,8,P1
Clay,R,R,185,183,34.35,35.92,5,5,5,7,156,141,72,73,52,43,39,37,21,20,13,13,63,98,18,20,P1
Clay,R,R,185,190,31.94,34.26,7,1,2,7,60,73,38,44,32,21,11,7,11,11,0,8,32,50,1,16,P1
Clay,L,R,?,183,19.12,28.95,4,2,5,3,85,99,46,62,35,38,23,16,15,15,2,6,25,59,4,12,P1
Clay,L,R,?,183,22.95,26.06,6,2,2,5,95,78,53,38,38,21,22,15,14,14,6,1,70,56,9,9,P1
Clay,L,R,?,183,30.37,25.9,4,0,6,6,103,105,61,63,40,31,19,16,14,13,4,10,110,93,8,18,P1
Clay,R,R,190,185,30.16,25.67,14,11,0,4,149,175,97,116,75,74,25,31,26,25,4,13,136,14,8,19,P1
Clay,R,R,170,?,25.78,23.33,1,5,2,10,66,67,49,36,42,21,8,9,12,11,1,5,12,130,1,11,P1
Clay,R,R,?,?,23.64,26.88,16,6,3,3,122,129,88,75,66,48,23,31,20,20,3,5,185,81,3,10,P1
Clay,R,R,?,188,29,30.5,3,15,3,9,159,172,106,113,65,76,30,20,24,23,12,12,115,73,18,21,P1
Clay,R,R,?,178,21.53,34.61,10,4,2,3,105,112,62,67,52,52,26,20,19,18,2,5,40,24,3,8,P1
Clay,R,L,193,188,32.39,36.68,5,7,2,7,83,95,50,47,36,28,16,16,13,13,8,7,127,33,11,15,P1
Clay,L,R,190,190,30.77,34.64,8,4,2,2,96,73,59,46,50,31,19,14,14,13,9,2,64,90,9,6,P1
Clay,R,R,180,181,32.4,28.86,5,1,5,3,93,80,50,34,34,19,24,18,14,13,4,6,75,66,7,13,P1
Clay,R,R,203,183,32.03,36.45,18,0,4,4,68,89,44,47,39,27,13,17,13,12,2,9,7,74,3,15,P1
Clay,R,R,198,183,29.66,26.35,13,12,5,4,92,120,57,74,48,50,22,22,17,16,0,9,4,1072,1,12,P1
Clay,R,R,?,?,21.29,26.85,6,7,1,7,99,115,65,67,50,50,21,16,17,17,3,3,188,54,4,8,P1
Clay,R,R,?,185,28.09,28.05,5,3,4,3,64,77,27,44,20,21,26,12,11,11,4,8,71,79,5,16,P1
Clay,R,L,188,183,28.42,29.91,6,3,6,5,95,86,47,52,39,39,31,14,14,14,9,3,46,26,9,7,P1
Clay,R,R,178,180,31.01,32.34,3,1,3,2,81,92,51,59,34,28,17,14,13,12,3,4,18,128,5,12,P1
Clay,R,R,?,175,22.13,33.15,6,2,2,4,97,108,58,55,41,34,21,20,14,14,5,5,122,104,7,11,P1
Clay,R,R,?,193,26.3,27.93,4,5,4,7,96,106,56,66,42,49,22,11,15,15,1,5,45,88,3,10,P1
Clay,R,R,?,?,23.38,19.27,2,3,7,4,76,83,41,47,35,28,20,16,14,13,4,3,17,105,5,9,P1
Clay,R,R,206,?,33.09,22.26,28,5,0,5,96,121,70,88,63,59,20,23,17,16,2,10,10,173,2,11,P1
Clay,L,R,188,173,33.08,29.69,14,10,4,3,141,131,84,75,69,53,27,29,20,20,6,6,103,48,7,11,P1
Clay,R,R,188,180,27.2,29.95,11,2,4,1,116,105,76,74,53,42,25,18,18,17,6,10,87,124,8,16,P1
Clay,R,R,196,188,32.69,31.29,24,19,7,7,182,172,113,110,89,90,22,28,26,25,4,16,86,20,9,20,P1
Clay,R,L,183,188,30.42,30.36,3,3,2,2,104,76,55,45,33,34,23,19,14,15,12,2,83,36,18,4,P2
Clay,R,R,?,?,24.1,19.43,3,11,5,3,133,133,94,84,59,57,15,23,22,22,7,6,91,157,15,12,P2
Clay,R,R,188,185,31.04,36.44,9,10,6,6,141,120,78,69,57,54,29,29,18,19,10,4,42,62,13,6,P2
Clay,R,R,190,198,36.35,29.68,3,9,3,2,93,94,56,57,42,41,13,24,16,16,5,2,116,6,10,4,P2
Clay,R,R,190,163,31.14,27.47,8,18,2,4,134,123,87,67,54,50,15,29,21,22,7,9,44,9,17,14,P2
Clay,R,L,208,?,39.24,19.11,26,4,9,3,94,100,64,71,56,58,13,22,16,16,3,4,92,141,5,4,P2
Clay,R,L,?,190,22.99,28.88,5,10,5,5,135,128,81,75,58,55,23,28,20,21,4,6,101,117,10,10,P2
Clay,U,R,?,193,19.65,31.74,1,1,5,7,108,94,54,49,30,37,21,24,15,16,7,8,306,37,16,11,P2
Clay,R,R,193,?,25.6,28.32,12,16,1,5,141,131,87,70,60,51,25,35,21,21,13,9,206,190,18,12,P2
Clay,R,R,193,?,27.61,25.66,23,13,4,2,176,171,99,111,76,87,43,35,29,29,10,5,94,72,14,7,P2
Clay,L,L,188,190,30.41,27.64,2,6,3,3,94,98,55,68,33,50,19,17,16,16,3,6,278,69,9,7,P2
Clay,R,R,?,188,25.56,26.88,7,4,1,1,120,149,67,97,51,65,21,27,20,21,8,6,146,11,14,10,P2
Clay,R,R,188,183,31.72,30.12,11,7,2,2,138,150,97,87,69,63,20,34,23,24,11,7,100,13,17,12,P2
Clay,R,R,183,188,32.94,30.5,2,3,2,0,57,48,26,30,21,21,16,10,8,8,2,2,84,315,2,4,P2
Clay,R,U,175,?,36.15,21.06,5,4,9,2,187,183,127,115,76,77,32,32,27,27,5,16,41,155,12,25,P2
Clay,R,R,178,188,34.31,31.02,4,6,5,1,101,85,71,59,42,43,10,14,14,15,5,4,134,22,11,7,P2
Clay,L,L,?,188,22.67,34.53,0,11,0,10,189,183,128,120,80,83,23,28,27,28,11,10,266,35,22,17,P2
Clay,R,R,?,?,20.58,26.81,13,15,3,11,150,158,90,96,63,72,24,29,23,24,6,11,68,108,13,15,P2
Clay,R,R,?,?,22.63,21.63,12,11,2,5,115,143,75,67,55,51,26,45,23,24,4,7,61,57,8,10,P2
Clay,R,R,183,188,27.69,27.03,6,6,4,5,85,86,56,52,37,46,13,20,14,15,5,2,182,5,9,3,P2
Clay,R,R,?,185,24.25,24.73,0,1,8,3,77,78,41,49,26,36,8,12,12,13,6,4,119,8,14,6,P2
Clay,R,R,?,?,20.8,19.79,0,8,6,2,156,136,111,70,80,58,15,39,21,22,8,4,213,39,13,5,P2
Clay,R,U,?,?,24.87,22.12,4,4,5,2,106,91,57,59,44,51,21,20,18,18,7,1,156,96,12,2,P2
Clay,L,R,193,190,35.05,29.74,10,9,7,7,116,116,61,66,45,47,25,30,18,19,4,13,34,160,9,16,P2
Clay,U,R,?,178,21.61,28.41,1,1,1,1,100,96,48,52,35,44,26,27,15,16,6,10,307,21,9,10,P2
Clay,R,R,?,196,25.18,29.05,4,23,5,5,126,139,85,68,52,57,24,32,20,20,6,3,76,51,14,7,P2
Clay,R,R,185,183,26.26,33.42,4,15,9,2,149,118,80,66,47,52,37,28,19,19,12,4,77,65,18,5,P2
Clay,R,R,?,198,20.35,30.64,6,11,5,3,82,95,41,52,25,42,22,23,13,14,3,6,58,15,7,6,P2
Clay,R,R,?,185,22.29,24.26,4,9,6,2,89,76,43,45,25,37,23,19,13,14,4,3,53,16,9,4,P2
Clay,R,L,185,?,28.87,22.76,3,4,1,0,32,31,17,21,7,15,5,7,4,5,4,1,43,85,7,1,P2
Clay,R,R,190,?,31.18,22.02,4,17,6,2,90,83,46,56,32,47,18,15,15,15,5,1,412,38,10,3,P2
Clay,R,R,183,188,33.17,34.98,5,2,4,5,178,138,100,84,73,63,36,32,24,24,14,6,30,67,19,9,P2
Clay,R,R,180,172,25.78,26.02,1,1,4,1,91,85,49,58,29,41,17,17,13,13,2,9,113,29,8,10,P2
Clay,R,R,183,?,24.28,28.54,6,5,7,8,121,121,83,78,45,51,20,17,21,22,3,7,197,97,12,15,P2
Clay,L,R,?,180,24.88,27.91,0,5,2,1,74,77,43,35,24,30,15,26,12,13,3,6,80,60,8,6,P2
Clay,R,R,175,198,27.93,21.1,2,11,2,0,67,52,44,31,24,27,6,17,11,11,5,0,102,3,12,0,P2
Clay,L,L,185,185,28.03,31.98,8,4,4,3,92,60,50,34,33,29,11,17,11,11,13,4,78,1,20,4,P2
Clay,R,R,185,185,34.35,31.94,3,5,4,2,98,89,43,61,25,48,28,16,16,16,6,2,63,32,12,3,P2
Clay,L,L,?,?,19.12,22.95,6,3,11,4,144,140,76,92,59,70,35,29,23,23,9,8,25,70,13,11,P2
Clay,L,R,?,190,30.37,30.16,7,5,5,7,156,166,97,95,64,71,27,29,24,25,8,12,110,136,15,18,P2
Clay,R,R,?,170,23.64,25.78,2,0,0,3,70,67,42,42,25,36,7,15,11,12,7,1,185,12,13,1,P2
Clay,R,R,?,?,29,21.53,1,12,4,3,104,83,69,54,31,42,18,17,16,16,7,1,115,40,16,4,P2
Clay,R,L,193,190,32.39,30.77,10,8,7,3,140,128,76,62,57,52,29,39,20,20,12,4,127,64,17,5,P2
Clay,R,R,180,203,32.4,32.03,12,21,5,3,119,113,65,69,50,59,34,26,20,20,7,2,75,7,9,3,P2
Clay,R,R,?,198,21.29,29.66,10,9,5,4,139,126,85,72,58,55,25,31,20,20,20,6,188,4,26,7,P2
Clay,R,R,?,188,28.09,28.42,16,8,6,5,114,118,61,77,41,59,26,18,19,19,6,4,71,46,12,7,P2
Clay,R,R,?,178,22.13,31.01,3,1,1,1,77,92,40,60,26,43,14,16,12,13,3,6,122,18,9,7,P2
Clay,R,R,?,?,26.3,23.38,7,2,5,5,91,89,46,40,29,33,24,27,15,15,5,4,45,17,11,6,P2
Clay,L,R,188,206,33.08,33.09,16,38,4,4,134,125,89,85,74,76,28,29,22,22,5,0,103,10,7,0,P2
Clay,R,R,188,188,31.29,27.2,6,10,8,2,157,150,101,106,69,78,28,20,25,25,9,5,86,87,14,9,P2
Clay,R,L,?,188,19.43,30.36,1,1,2,3,100,79,64,58,37,45,17,10,14,14,5,3,157,36,11,5,P2
Clay,R,R,185,198,36.44,29.68,8,11,3,3,81,78,51,49,32,40,12,17,13,14,7,1,62,6,12,2,P2
Clay,L,R,?,163,19.11,27.47,0,2,3,5,105,75,82,40,38,33,11,17,12,13,5,1,141,9,13,2,P2
Clay,L,R,190,193,28.88,31.74,3,5,3,3,85,87,51,56,30,39,16,18,14,14,4,4,117,37,10,6,P2
Clay,R,R,?,?,28.32,25.66,2,3,4,1,104,87,63,64,33,47,15,11,13,13,13,3,190,72,20,6,P2
Clay,L,R,190,188,27.64,26.88,9,6,8,2,155,151,92,107,67,81,32,23,21,22,14,19,69,11,16,21,P2
Clay,R,R,188,183,30.5,30.12,2,3,0,1,107,87,71,44,44,35,17,24,15,16,6,3,315,13,12,5,P2
Clay,U,R,?,188,21.06,31.02,3,3,3,5,94,99,58,69,38,49,16,18,16,16,2,4,155,22,7,7,P2
Clay,R,L,?,188,26.81,34.53,0,5,8,3,81,92,38,66,23,47,18,13,12,13,8,6,108,35,14,7,P2
Clay,R,R,?,188,21.63,27.03,8,17,2,9,181,165,93,98,68,76,50,37,30,30,7,3,57,5,13,7,P2
Clay,R,R,?,185,19.79,24.73,6,5,3,7,128,103,75,63,48,48,25,23,18,18,8,5,39,8,13,8,P2
Clay,R,U,190,?,29.74,22.12,8,7,15,2,118,112,58,69,41,45,28,31,18,18,7,2,160,96,12,4,P2
Clay,R,R,196,178,29.05,28.41,14,1,13,7,130,143,58,89,45,67,32,23,22,22,6,7,51,21,13,12,P2
Clay,R,R,198,183,30.64,33.42,11,9,6,4,113,103,52,58,40,45,28,24,18,18,2,2,15,65,7,5,P2
Clay,L,R,?,185,22.76,24.26,6,10,6,3,139,120,86,64,54,47,25,33,21,21,11,6,85,16,17,10,P2
Clay,R,R,188,?,34.98,22.02,0,13,5,6,136,142,81,80,49,61,29,30,20,21,5,5,67,38,13,9,P2
Clay,R,R,?,172,28.54,26.02,0,3,2,4,166,161,107,106,58,64,33,26,24,25,7,4,97,29,17,14,P2
Clay,R,R,180,198,27.91,21.1,0,9,4,7,162,135,93,77,63,60,30,27,22,23,16,5,60,3,23,10,P2
Clay,R,L,185,185,31.94,31.98,8,3,1,2,87,63,48,39,28,33,16,17,12,13,3,1,32,1,9,2,P2
Clay,R,L,190,?,30.16,22.95,1,4,0,2,72,72,48,39,26,32,13,22,12,13,2,0,136,70,7,0,P2
Clay,R,R,?,170,21.53,25.78,4,8,5,1,111,97,69,60,46,42,14,21,15,15,10,3,40,12,16,5,P2
Clay,L,R,190,203,30.77,32.03,4,18,2,6,123,119,73,78,55,66,25,28,20,20,7,2,64,7,10,2,P2
Clay,R,R,188,198,28.42,29.66,2,9,3,1,80,67,46,41,28,36,19,20,13,14,7,0,46,4,11,0,P2
Clay,R,R,?,178,23.38,31.01,2,7,5,5,143,141,84,91,59,64,27,22,24,24,10,5,17,18,17,11,P2
Clay,R,R,188,206,27.2,33.09,11,17,3,1,124,99,85,73,61,61,19,17,17,17,6,1,87,10,7,1,P2
Clay,L,R,188,198,30.36,29.68,8,8,4,1,85,89,51,60,36,46,11,14,14,15,5,3,36,6,11,5,P2
Clay,R,R,193,163,31.74,27.47,6,4,2,9,172,177,114,101,67,63,26,40,26,26,8,12,37,9,19,20,P2
Clay,R,R,188,?,26.88,25.66,3,4,0,3,104,113,69,79,50,57,13,18,18,18,2,4,11,72,8,8,P2
Clay,R,R,183,188,30.12,31.02,3,10,2,3,152,128,90,81,60,56,25,26,21,21,10,3,13,22,18,8,P2
Clay,R,L,188,188,27.03,34.53,7,2,5,3,99,107,69,75,44,52,12,14,15,15,4,7,5,35,10,10,P2
Clay,U,R,?,185,22.12,24.73,9,7,6,7,107,128,69,84,47,61,18,25,19,19,7,5,96,8,13,7,P2
Clay,R,R,183,178,33.42,28.41,1,3,1,1,76,86,42,60,25,46,15,17,12,13,7,6,65,21,12,6,P2
Clay,R,R,185,?,24.26,22.02,6,5,6,2,116,91,57,55,34,43,30,20,15,15,11,3,16,38,16,4,P2
Clay,R,R,172,198,26.02,21.1,1,8,4,7,154,173,97,113,59,68,29,31,25,26,9,11,29,3,18,19,P2
Clay,L,L,?,185,22.95,31.98,2,4,3,3,93,91,63,60,33,42,17,19,14,15,5,3,70,1,10,5,P2
Clay,R,R,203,170,32.03,25.78,19,2,8,8,165,155,94,101,64,61,25,25,23,24,12,11,7,12,21,21,P2
Clay,R,R,178,198,31.01,29.66,10,8,8,4,162,153,108,91,71,68,27,33,23,24,4,9,18,4,11,12,P2
Clay,R,R,206,198,33.09,29.68,12,6,4,1,87,91,56,59,41,45,14,20,15,15,4,2,10,6,7,2,P2
Clay,R,R,163,?,27.47,25.66,3,8,3,1,123,113,67,77,47,56,24,21,18,19,12,2,9,72,18,4,P2
Clay,L,R,188,188,34.53,31.02,3,3,2,0,99,96,66,70,37,44,18,18,13,14,5,4,35,22,10,5,P2
Clay,R,R,178,185,28.41,24.73,1,9,1,7,102,95,63,65,46,55,16,17,18,18,5,0,21,8,11,1,P2
Clay,R,R,?,198,22.02,21.1,9,17,4,4,150,152,96,103,63,76,31,24,24,24,8,12,38,3,13,17,P2
Clay,R,L,170,185,25.78,31.98,1,1,3,3,118,129,69,74,38,45,18,30,17,18,9,15,12,1,18,20,P2
Clay,R,R,198,198,29.66,29.68,18,19,5,2,153,141,87,87,62,69,30,29,22,23,9,8,4,6,13,11,P2
Clay,R,R,188,?,31.02,25.66,5,6,2,5,127,157,87,117,57,73,22,19,20,20,6,11,22,72,10,17,P2
Clay,R,R,198,185,21.1,24.73,2,5,4,3,89,67,64,42,34,33,11,17,12,13,6,2,3,8,12,2,P2
Clay,R,L,198,185,29.68,31.98,2,0,1,3,65,83,49,51,28,37,8,21,12,13,4,7,6,1,9,7,P2
Clay,R,R,?,185,25.66,24.73,3,6,3,2,114,94,92,63,57,52,11,19,15,16,5,5,72,8,9,6,P2
Clay,R,L,185,185,24.73,31.98,7,0,5,3,102,82,59,56,40,46,15,12,13,14,12,2,8,1,17,3,P2
Grass,R,R,193,185,30.72,28.09,2,2,2,2,59,61,35,34,20,21,11,18,8,9,6,6,350,76,10,7,P2
Grass,U,R,?,185,20.19,34.39,6,6,1,1,53,44,37,23,20,21,7,9,9,8,2,0,214,61,7,1,P2
Grass,L,R,?,?,28.52,19.83,8,7,0,4,73,78,50,53,39,41,13,16,14,14,0,1,196,37,2,2,P2
Grass,R,R,183,?,25.94,22.33,1,10,3,0,59,44,41,32,23,25,8,8,9,8,2,1,84,52,6,1,P2
Grass,U,R,?,193,27.28,25.64,6,4,5,0,63,57,36,39,27,29,7,9,9,9,7,7,165,181,11,8,P2
Grass,R,R,208,190,39.28,31.18,24,15,6,4,95,100,68,60,55,55,16,24,16,17,2,1,90,44,3,1,P2
Grass,R,R,185,173,26.3,29.73,1,3,5,1,59,49,35,35,23,29,9,8,8,9,4,3,87,53,7,3,P2
Grass,R,R,181,193,28.9,27.65,13,15,2,6,103,122,65,65,49,53,24,35,16,17,5,5,70,97,6,5,P2
Grass,R,R,175,188,30.45,30.54,3,3,6,2,62,43,40,21,29,18,3,15,9,8,6,1,125,69,10,1,P2
Grass,R,R,190,?,34.3,23.15,2,3,2,2,59,54,33,37,22,28,11,11,9,9,3,0,49,110,6,0,P2
Grass,R,L,193,?,27.97,25.43,8,11,7,3,110,100,68,66,46,52,22,16,15,15,4,4,88,176,7,6,P2
Grass,R,R,188,188,35.02,31.33,6,10,8,3,108,102,69,65,53,51,19,23,17,17,1,1,68,72,4,3,P2
Grass,R,R,185,185,28.09,31.98,4,3,1,1,63,41,38,25,25,24,7,8,8,8,12,0,76,30,16,0,P2
Grass,R,R,185,?,34.39,19.83,3,6,1,5,104,90,66,55,44,44,18,18,15,15,2,0,61,37,5,2,P2
Grass,R,L,?,188,22.33,34.57,1,8,3,3,49,51,29,38,16,29,9,7,8,9,2,3,52,34,6,4,P2
Grass,R,R,190,193,31.18,25.64,9,13,0,1,58,71,36,50,27,38,9,9,10,11,0,1,44,181,3,2,P2
Grass,R,R,173,193,29.73,27.65,3,10,4,5,98,104,66,57,44,38,16,26,16,16,8,8,53,97,13,12,P2
Grass,L,R,193,188,35.09,30.54,12,6,2,2,72,68,48,44,38,35,5,12,10,11,7,4,32,69,10,5,P2
Grass,L,R,?,?,25.43,23.15,7,2,2,2,68,64,43,31,27,24,16,22,11,11,4,1,176,110,6,1,P2
Grass,L,R,183,188,29.95,31.33,3,10,4,1,65,49,43,33,33,30,7,10,10,10,4,0,25,72,6,0,P2
Grass,R,R,?,185,19.83,31.98,9,7,6,1,95,85,55,52,41,41,19,20,12,12,5,4,37,30,5,4,P2
Grass,L,R,188,193,34.57,25.64,17,4,5,0,69,68,35,58,25,44,20,6,11,11,6,0,34,181,8,1,P2
Grass,R,R,193,188,27.65,30.54,6,5,3,4,68,55,45,35,29,28,7,12,9,9,4,5,97,69,7,5,P2
Grass,R,R,?,188,23.15,31.33,13,22,4,2,113,95,77,67,56,52,20,16,16,16,4,2,110,72,5,3,P2
Grass,R,R,193,185,25.64,31.98,13,13,0,1,87,83,57,64,37,53,16,8,15,15,2,0,181,30,7,2,P2
Grass,R,R,188,188,30.54,31.33,4,14,5,4,78,78,51,51,35,40,13,12,11,11,3,2,69,72,5,2,P2
Grass,R,R,188,185,31.33,31.98,5,6,2,1,67,69,49,46,31,30,7,13,10,11,3,0,72,30,6,2,P2
Grass,R,R,?,?,28.13,17.62,21,26,5,6,107,111,64,78,52,59,19,17,15,16,3,2,65,303,6,3,P2
Grass,U,R,?,190,28.62,34.68,3,6,2,1,61,49,37,32,21,25,13,12,9,8,4,4,135,85,8,4,P2
Grass,R,R,178,188,34.65,31.76,5,7,2,1,84,77,38,63,29,50,28,9,12,12,6,0,22,100,6,0,P2
Grass,R,R,?,196,20.62,29.09,11,14,2,6,95,103,63,63,43,46,15,21,14,15,3,5,67,47,8,7,P2
Grass,R,R,180,?,25.82,26.34,4,8,2,4,47,59,22,28,19,26,13,18,9,10,0,5,112,46,2,5,P2
Grass,R,R,?,196,26.92,27.46,8,15,4,4,82,58,48,36,36,35,15,13,10,10,6,0,78,35,8,0,P2
Grass,R,L,193,188,32.33,36.72,1,6,2,1,16,25,7,19,4,16,2,3,3,4,0,1,91,33,2,1,P2
Grass,R,R,?,183,30.93,33.45,0,0,4,3,54,49,35,22,17,15,5,16,8,7,2,5,281,55,8,6,P2
Grass,R,L,?,?,27.73,22.99,9,11,4,3,85,73,58,44,43,35,10,17,13,13,10,5,180,50,13,6,P2
Grass,L,L,?,?,19.16,28.58,8,4,5,1,87,96,46,68,32,45,22,14,14,15,4,5,23,169,8,10,P2
Grass,R,L,183,185,28.99,28.07,2,4,3,2,52,44,25,30,18,23,7,8,8,8,8,1,64,75,13,2,P2
Grass,R,L,183,190,35.96,30.8,2,9,0,0,75,62,52,34,35,31,12,18,10,11,5,1,93,54,6,1,P2
Grass,R,R,?,185,17.62,24.3,4,10,2,2,45,52,31,36,20,31,9,10,9,10,0,1,303,17,2,1,P2
Grass,R,R,190,188,34.68,31.76,4,7,2,1,72,53,52,43,33,32,7,7,9,10,7,4,85,100,10,5,P2
Grass,R,R,196,196,29.09,32.73,10,8,8,1,71,68,34,44,28,38,20,13,11,11,5,1,47,19,6,1,P2
Grass,R,R,?,196,26.34,27.46,3,19,3,2,45,43,30,28,22,24,5,12,9,9,0,0,46,35,3,0,P2
Grass,R,L,183,188,33.45,36.72,8,16,1,4,73,73,39,53,27,41,22,10,11,11,2,3,55,33,4,4,P2
Grass,L,R,?,193,22.99,23.12,18,20,3,6,85,86,54,54,40,43,16,17,14,15,1,3,50,24,3,4,P2
Grass,L,L,?,185,28.58,28.07,3,2,2,2,63,68,38,44,29,36,12,13,10,11,4,2,169,75,5,2,P2
Grass,L,R,190,185,30.8,36.84,7,5,2,1,88,71,52,48,34,36,19,13,14,13,6,3,54,2,10,5,P2
Grass,R,R,188,185,31.76,24.3,7,20,1,5,106,113,66,64,49,55,23,24,15,16,10,4,100,17,12,4,P2
Grass,R,R,196,196,32.73,27.46,9,24,1,3,64,77,41,56,34,45,15,14,12,12,0,2,19,35,0,2,P2
Grass,L,R,188,193,36.72,23.12,13,20,5,5,71,73,46,49,38,42,14,14,14,14,0,0,33,24,2,1,P2
Grass,L,R,185,185,28.07,36.84,6,4,1,0,57,56,37,35,24,29,14,15,10,10,4,2,75,2,6,2,P2
Grass,R,R,185,196,24.3,27.46,7,19,4,2,75,65,43,37,39,32,13,21,11,11,2,1,17,35,3,1,P2
Grass,R,R,193,185,23.12,36.84,23,12,8,2,112,86,79,54,58,46,16,24,16,16,2,0,24,2,4,0,P2
Grass,R,R,196,185,27.46,36.84,14,4,3,0,61,66,44,44,34,38,10,13,11,11,0,2,35,2,1,2,P2
Grass,R,R,198,?,21.16,21.59,2,4,2,1,53,59,39,37,23,24,4,15,8,9,3,5,3,34,7,6,P2
Grass,R,R,?,185,17.64,26.32,9,6,5,5,75,82,44,47,32,31,15,24,11,11,4,6,286,85,6,7,P2
Grass,U,R,?,190,22.18,34.32,11,4,1,0,83,55,43,41,28,36,22,10,10,11,9,0,81,50,11,0,P2
Grass,R,R,185,190,32,34.7,2,7,1,0,56,45,33,21,20,20,8,14,8,8,5,1,25,82,9,1,P2
Grass,R,R,?,183,28.15,30.18,5,5,3,0,50,60,25,43,19,30,7,11,8,9,3,4,67,16,6,4,P2
Grass,R,R,185,190,29.22,31.2,3,12,3,0,115,107,63,61,49,46,20,21,16,16,16,8,47,43,20,11,P2
Grass,L,R,190,?,30.82,22.08,7,12,3,0,59,69,38,50,32,38,11,14,10,11,2,1,65,36,3,1,P2
Grass,R,R,188,178,31.21,28.47,6,3,2,1,69,61,45,34,29,23,10,19,10,11,4,0,159,27,7,2,P2
Grass,R,R,185,?,24.31,19.85,3,8,6,2,77,60,35,36,28,31,16,16,10,10,3,3,18,35,5,3,P2
Grass,R,R,185,180,30.62,25.83,7,5,0,1,49,55,28,27,21,22,15,21,10,10,0,2,96,109,2,2,P2
Grass,L,R,?,173,23.01,29.75,12,6,5,1,93,88,56,56,37,40,17,19,16,15,3,4,49,52,8,7,P2
Grass,R,R,183,185,35.98,24.79,2,19,1,4,62,77,47,45,33,37,6,13,10,10,2,4,94,7,5,5,P2
Grass,R,R,?,178,26.36,34.67,1,3,3,1,69,86,41,51,29,33,13,19,11,11,3,6,45,24,6,8,P2
Grass,R,R,185,188,34.41,30.56,2,3,2,4,50,62,29,46,16,34,10,6,9,9,2,2,59,60,6,3,P2
Grass,R,R,188,196,28.48,29.11,3,9,4,6,78,80,52,39,33,26,11,23,12,12,0,6,44,48,3,8,P2
Grass,R,R,181,185,28.92,36.86,6,7,3,0,70,49,46,34,29,30,12,11,9,10,5,0,72,1,7,0,P2
Grass,R,R,185,?,26.32,21.59,3,7,6,1,71,46,39,31,28,25,11,11,9,9,5,0,85,34,8,0,P2
Grass,R,R,190,190,34.7,34.32,2,10,1,1,54,52,30,41,19,34,12,4,9,9,1,3,82,50,4,3,P2
Grass,R,R,190,183,31.2,30.18,10,5,1,3,66,71,39,38,29,30,8,18,11,11,1,5,43,16,4,6,P2
Grass,R,R,178,?,28.47,22.08,1,7,1,0,64,50,34,32,20,23,14,11,8,8,7,1,27,36,11,1,P2
Grass,R,R,?,180,19.85,25.83,4,5,3,3,62,66,34,34,24,27,13,20,9,10,1,4,35,109,3,4,P2
Grass,R,R,185,173,24.79,29.75,7,6,4,2,79,58,42,41,31,33,14,10,10,10,10,1,7,52,13,1,P2
Grass,R,R,178,188,34.67,30.56,2,7,3,3,80,69,48,47,35,37,12,14,12,13,10,1,24,60,14,2,P2
Grass,R,R,196,185,29.11,36.86,9,7,3,0,114,90,66,57,47,42,24,20,15,15,5,3,48,1,7,5,P2
Grass,R,R,190,?,34.32,21.59,2,5,2,0,69,52,38,32,26,28,17,12,11,10,5,0,50,34,8,0,P2
Grass,R,R,?,183,22.08,30.18,7,3,4,0,95,106,62,77,49,57,12,16,14,16,4,8,36,16,7,9,P2
Grass,R,R,173,180,29.75,25.83,8,6,3,4,56,68,29,37,18,24,14,18,10,10,1,4,52,109,5,5,P2
Grass,R,R,188,185,30.56,36.86,8,6,5,0,81,65,48,36,33,30,15,19,12,12,5,2,60,1,8,4,P2
Grass,R,R,183,?,30.18,21.59,2,4,0,0,14,12,8,7,8,6,4,3,3,2,0,2,16,34,0,2,P2
