@relation csvPartidos

@attribute surface {Hard,Clay,Grass}
@attribute P1_hand {R,L,U}
@attribute P2_hand {R,L,U}
@attribute P1_ht numeric
@attribute P2_ht numeric
@attribute P1_age numeric
@attribute P2_age numeric
@attribute P1_ace numeric
@attribute P2_ace numeric
@attribute P1_df numeric
@attribute P2_df numeric
@attribute P1_svpt numeric
@attribute P2_svpt numeric
@attribute P1_1stIn numeric
@attribute P2_1stIn numeric
@attribute P1_1stWon numeric
@attribute P2_1stWon numeric
@attribute P1_2ndWon numeric
@attribute P2_2ndWon numeric
@attribute P1_SvGms numeric
@attribute P2_SvGms numeric
@attribute P1_bpSaved numeric
@attribute P2_bpSaved numeric
@attribute P1_rank numeric
@attribute P2_rank numeric
@attribute P1_bpFaced numeric
@attribute P2_bpFaced numeric
@attribute WINNER {P1,P2}

@data
Hard,R,R,183,185,33.27,34.68,12,2,2,5,91,96,55,43,40,35,17,26,14,13,0,4,92,63,2,6,P2
Hard,R,R,?,193,28.87,28.25,0,8,3,1,48,60,23,35,11,29,13,10,9,10,2,3,102,86,6,5,P2
Hard,R,R,175,185,30.74,29.49,16,5,4,1,155,98,103,61,60,49,27,20,16,17,17,1,109,50,21,4,P2
Hard,R,R,?,183,27.18,30.75,8,0,3,0,69,55,39,33,30,23,9,13,10,9,4,0,55,87,8,1,P2
Hard,R,R,?,?,17.13,20.91,3,10,6,3,91,89,50,49,35,37,19,22,14,14,2,2,440,62,5,4,P2
Hard,L,R,185,198,28.36,30.97,5,12,4,5,59,60,34,31,21,25,10,13,10,9,1,1,59,58,6,3,P2
Hard,R,R,185,188,28.38,30.83,0,9,0,2,51,63,35,30,21,25,9,18,9,10,1,3,85,47,4,4,P2
Hard,L,U,?,?,28.87,22.45,4,5,3,0,65,56,34,41,25,31,11,8,9,10,3,1,164,60,6,2,P2
Hard,L,L,190,?,31.09,30.69,3,1,3,0,39,31,19,20,12,13,6,8,6,5,3,2,69,114,6,2,P2
Hard,R,R,?,?,22.35,18.13,6,11,0,6,120,104,79,69,51,50,23,20,17,17,7,5,23,147,10,8,P2
Hard,R,R,?,193,21.58,25.92,23,10,3,1,117,110,63,77,49,58,30,16,16,16,4,8,129,123,5,11,P2
Hard,L,R,183,185,30.24,34.68,6,6,0,2,75,72,53,42,35,34,11,17,10,11,4,0,33,63,6,1,P2
Hard,R,R,193,185,28.25,29.49,17,2,6,3,132,114,86,73,60,60,22,19,17,17,9,3,86,50,11,4,P2
Hard,R,R,183,?,30.75,20.91,1,8,1,0,54,57,41,30,20,25,9,15,9,10,3,1,87,62,7,2,P2
Hard,R,R,185,198,26.58,30.97,4,17,8,2,53,49,27,30,19,30,10,9,8,9,6,0,35,58,9,0,P2
Hard,U,R,?,188,22.45,30.83,10,5,2,6,85,98,51,58,39,42,23,25,15,15,3,3,60,47,4,4,P2
Hard,L,R,?,178,30.69,31.34,2,7,6,7,82,69,48,43,32,34,16,13,11,11,1,2,114,13,3,3,P2
Hard,R,R,?,193,18.13,25.92,4,5,8,0,55,45,30,26,21,25,10,12,9,9,3,2,147,123,6,2,P2
Hard,R,R,185,185,34.68,29.49,4,4,2,3,73,70,41,43,26,33,11,10,12,13,3,1,63,50,9,5,P2
Hard,R,R,198,?,30.97,20.91,10,13,3,1,69,72,38,46,30,39,15,13,12,12,0,1,58,62,2,2,P2
Hard,R,R,188,178,30.83,31.34,2,4,7,2,50,55,24,29,19,21,9,18,9,9,2,2,47,13,6,3,P2
Hard,R,R,185,193,29.49,25.92,3,12,1,2,61,58,42,41,27,34,13,8,10,10,8,3,50,123,10,3,P2
Hard,R,R,?,178,20.91,31.34,8,2,3,5,82,85,46,45,28,37,14,22,13,14,5,3,62,13,11,5,P2
Hard,R,R,178,193,31.34,25.92,7,12,7,0,106,102,65,71,41,50,17,9,14,14,8,7,13,123,13,11,P2
Hard,R,R,180,188,28.24,27.52,0,7,2,1,50,50,33,33,22,28,10,13,9,10,1,1,53,67,3,1,P2
Hard,R,R,188,193,35.31,32.62,2,1,2,1,32,31,21,17,13,11,4,7,4,4,2,3,81,131,4,4,P2
Hard,R,L,190,188,34.59,30.69,5,10,4,3,119,104,75,62,54,48,25,25,17,16,9,5,46,52,13,7,P2
Hard,L,R,?,?,25.21,23.88,5,7,8,3,79,49,54,27,34,25,9,15,9,10,11,0,90,134,14,0,P2
Hard,R,R,185,?,30.89,23.44,6,2,6,3,79,65,33,42,19,32,20,14,12,11,2,3,77,80,8,4,P2
Hard,R,R,173,?,30.02,19.6,0,2,2,1,42,39,18,20,10,16,8,14,7,8,4,2,100,40,9,3,P2
Hard,R,L,?,?,24.58,19.44,4,8,5,3,93,91,49,50,35,38,22,20,14,15,4,2,101,31,7,5,P2
Hard,R,L,180,?,26.1,22.99,6,1,2,0,51,40,28,30,18,22,6,8,8,8,4,0,65,171,9,1,P2
Hard,R,L,?,?,27.03,23.09,3,5,2,3,52,50,21,31,16,24,10,11,8,8,3,6,287,73,7,6,P2
Hard,R,L,?,188,29.28,34.86,2,6,2,0,52,51,35,35,20,26,8,12,8,9,5,0,122,28,8,0,P2
Hard,R,R,180,?,30.35,25.66,4,3,6,9,120,108,64,60,43,39,29,23,16,16,13,8,184,74,17,13,P2
Hard,U,R,?,190,21.94,31.36,9,9,3,3,89,103,53,61,35,42,15,23,13,14,5,8,340,311,9,10,P2
Hard,R,R,?,188,20.12,27.52,2,4,5,1,69,68,37,34,27,27,14,19,10,11,4,1,15,67,6,2,P2
Hard,R,L,193,188,32.62,30.69,18,5,1,2,105,104,76,58,60,48,13,26,17,17,2,4,131,52,4,7,P2
Hard,R,R,?,172,23.88,26.35,8,2,4,5,64,73,39,48,29,36,8,12,9,9,2,10,134,39,5,10,P2
Hard,R,R,?,?,23.44,19.6,5,7,4,3,111,98,69,61,42,41,20,19,13,12,9,9,80,40,13,12,P2
Hard,L,L,?,?,19.44,22.99,7,1,11,6,122,117,69,78,47,50,22,16,16,17,10,9,31,171,15,15,P2
Hard,R,L,?,?,21.86,23.09,5,14,7,4,93,87,56,56,37,44,19,14,11,11,5,9,18,73,8,11,P2
Hard,R,L,?,188,25.66,34.86,3,12,4,2,88,70,62,47,42,40,13,12,15,14,2,1,74,28,6,3,P2
Hard,R,R,163,190,27.8,31.36,1,15,2,3,53,70,37,43,23,30,4,9,9,10,3,7,11,311,8,10,P2
Hard,L,R,188,188,30.69,27.52,6,8,4,2,105,104,71,60,57,47,17,34,17,17,3,2,52,67,4,2,P2
Hard,R,R,172,?,26.35,19.6,0,4,1,2,64,75,36,53,23,36,13,12,10,11,5,0,39,40,8,2,P2
Hard,L,L,?,?,23.09,22.99,3,0,2,0,63,73,35,56,30,40,11,12,10,10,6,2,73,171,8,2,P2
Hard,R,L,190,188,31.36,34.86,5,11,1,4,68,57,40,32,29,27,11,14,10,10,4,5,311,28,7,6,P2
Hard,R,R,?,188,19.6,27.52,5,9,4,6,101,116,64,71,49,51,21,22,16,16,4,3,40,67,6,6,P2
Hard,L,L,188,?,34.86,22.99,14,1,6,2,101,83,58,67,44,45,17,9,14,14,8,2,28,171,11,6,P2
Hard,R,L,188,?,27.52,22.99,12,0,9,3,107,96,63,69,43,42,17,14,15,15,8,2,67,171,12,6,P2
Hard,R,R,183,198,30.46,21.45,3,4,4,3,82,54,48,34,24,26,20,10,10,10,5,1,26,5,9,3,P2
Hard,R,R,?,185,18.97,34.7,1,7,0,2,60,57,37,38,25,29,11,9,10,9,4,0,422,61,8,1,P2
Hard,R,L,193,188,32.08,34.88,7,1,10,4,110,104,62,59,47,42,28,27,16,16,5,3,39,28,6,6,P2
Hard,R,R,185,185,26.02,26.6,10,12,7,9,109,118,50,67,40,52,31,24,16,16,9,9,17,34,13,10,P2
Hard,R,R,?,188,27.2,27.38,8,1,3,2,66,55,43,32,32,24,8,17,10,11,3,1,59,8,6,2,P2
Hard,R,R,193,180,28.27,28.25,8,0,5,1,102,74,61,54,43,36,19,14,14,14,9,0,83,55,12,3,P2
Hard,R,U,188,?,31.38,22.47,3,4,4,4,55,50,36,31,23,25,6,11,9,8,2,5,52,58,6,5,P2
Hard,R,R,185,?,29.21,23.73,6,13,3,2,65,76,34,46,23,32,9,15,12,12,3,2,70,16,9,5,P2
Hard,R,R,183,?,33.29,26,7,3,4,5,83,85,54,61,41,44,17,11,14,15,2,3,116,22,4,6,P2
Hard,R,R,190,?,34.61,26.64,1,5,5,1,73,64,33,38,18,26,16,10,10,9,6,3,46,45,12,6,P2
Hard,R,R,185,?,29.51,20.95,1,3,1,0,45,54,28,28,16,21,6,16,8,8,2,1,43,68,6,1,P2
Hard,R,R,?,178,28.89,31.36,3,3,2,3,76,88,48,67,29,41,11,5,12,13,10,7,102,13,16,13,P2
Hard,R,L,?,188,21.88,37.03,5,19,4,6,111,106,68,53,51,48,19,25,18,18,7,3,18,71,11,6,P2
Hard,L,R,190,185,31.11,26.59,4,8,3,1,56,55,34,37,26,29,5,11,8,9,7,1,69,36,10,1,P2
Hard,R,R,198,?,30.98,22.36,3,7,7,2,62,59,28,37,21,33,16,9,10,10,3,2,54,24,6,3,P2
Hard,L,R,188,198,30.7,30.02,4,10,4,1,61,60,36,44,24,38,10,4,10,10,5,3,50,4,9,4,P2
Hard,R,R,198,185,21.45,34.7,9,8,2,5,83,124,50,60,39,46,18,28,15,15,0,13,5,61,3,17,P2
Hard,L,R,188,185,34.88,26.6,5,6,5,4,73,75,47,43,35,30,11,18,11,11,4,6,28,34,7,8,P2
Hard,R,R,188,180,27.38,28.25,9,4,9,1,98,74,54,52,39,33,17,15,14,14,5,1,8,55,9,5,P2
Hard,U,R,?,?,22.47,23.73,10,6,1,2,107,118,67,63,43,46,28,33,18,18,3,6,58,16,6,7,P2
Hard,R,R,?,?,26,26.64,1,0,2,3,63,47,35,21,21,19,15,17,9,9,2,0,22,45,5,0,P2
Hard,R,R,?,178,20.95,31.36,4,7,1,0,49,54,25,39,20,29,11,10,10,9,0,3,68,13,3,3,P2
Hard,L,R,188,185,37.03,26.59,12,4,1,1,81,82,53,58,35,38,10,10,10,11,10,5,71,36,14,8,P2
Hard,R,R,?,198,22.36,30.02,7,11,0,1,65,70,49,51,34,39,8,9,11,11,2,2,24,4,4,3,P2
Hard,R,R,185,185,34.7,26.6,3,6,5,2,62,46,28,22,18,18,12,15,8,8,4,1,61,34,8,1,P2
Hard,R,R,180,?,28.25,23.73,7,3,0,2,62,81,33,44,27,35,16,20,10,11,1,2,55,16,2,2,P2
Hard,R,R,?,178,26.64,31.36,4,2,6,1,73,71,32,46,21,30,20,16,10,10,5,5,45,13,8,6,P2
Hard,R,R,185,198,26.59,30.02,1,12,2,1,41,43,25,29,12,24,6,8,8,7,3,3,36,4,8,3,P2
Hard,R,R,?,185,23.73,26.6,3,7,1,4,73,73,38,41,24,32,19,15,11,11,3,4,16,34,6,6,P2
Hard,R,R,178,198,31.36,30.02,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13,4,?,?,P2
Hard,R,R,198,185,30.02,26.6,11,3,0,5,65,75,41,45,31,33,9,17,10,10,6,7,4,34,8,7,P2
Hard,R,R,188,203,30.85,32.37,4,22,4,4,85,98,56,61,42,48,17,19,15,15,3,5,48,9,5,6,P2
Hard,L,R,?,?,23.3,20.7,8,7,3,1,80,63,55,46,33,35,13,9,11,11,3,2,57,41,6,3,P2
Hard,L,R,?,193,23.01,23.43,3,20,0,5,74,74,53,50,37,42,11,12,12,12,7,2,95,27,9,3,P2
Hard,R,R,180,185,26.12,32.29,9,7,3,0,66,74,39,44,26,30,16,20,10,11,1,2,65,25,3,3,P2
Hard,R,R,173,178,30.03,28.76,3,6,1,2,64,67,39,44,23,28,10,12,9,8,1,6,110,12,6,7,P2
Hard,R,R,?,196,22.97,29.4,4,10,3,2,76,75,48,36,28,28,15,18,11,11,4,8,47,63,8,11,P2
Hard,R,R,183,?,33.76,19.62,8,3,4,4,129,106,77,55,50,42,24,23,16,16,8,8,29,38,13,11,P2
Hard,R,R,?,?,25.68,20.14,3,5,1,2,62,47,42,29,25,25,6,9,8,8,6,1,72,15,10,1,P2
Hard,L,R,183,196,30.26,27.76,6,17,3,3,52,48,30,36,23,33,9,7,9,10,1,0,33,20,3,0,P2
Hard,R,U,190,?,31.49,20.47,11,10,4,2,105,78,62,44,40,33,19,22,15,14,5,0,44,273,12,3,P2
Hard,R,L,188,190,28.77,29.22,7,8,0,1,65,65,39,39,26,29,17,20,11,11,2,0,30,51,4,1,P2
Hard,R,R,170,?,26.12,22.64,2,3,2,4,72,52,51,29,33,23,6,13,10,10,6,1,14,32,10,3,P2
Hard,R,L,?,?,22.37,19.46,5,14,2,7,72,91,51,53,35,42,12,18,13,13,2,6,23,31,5,7,P2
Hard,R,R,?,183,20.93,33.51,7,10,2,2,66,53,39,32,26,31,13,12,9,10,4,2,60,74,6,2,P2
Hard,R,R,172,188,26.37,31.63,6,10,4,4,78,83,50,47,33,38,14,16,14,14,1,7,40,42,6,10,P2
Hard,R,R,198,?,30.01,28.44,13,9,5,3,102,98,62,58,47,42,16,20,16,15,9,6,6,56,12,9,P2
Hard,R,R,?,203,20.7,32.37,9,18,5,2,112,73,61,49,39,39,25,13,13,13,10,1,41,9,13,2,P2
Hard,R,R,193,185,23.43,32.29,22,12,4,0,84,66,60,40,44,36,13,20,12,12,5,0,27,25,5,0,P2
Hard,R,R,196,178,29.4,28.76,4,1,3,1,74,62,37,32,23,22,14,17,10,11,6,2,63,12,11,5,P2
Hard,R,R,?,?,19.62,20.14,3,4,3,1,107,82,59,40,30,31,26,21,14,14,14,3,38,15,20,6,P2
Hard,U,R,?,196,20.47,27.76,5,15,2,1,64,57,40,33,31,28,10,21,10,11,3,1,273,20,4,1,P2
Hard,L,R,190,?,29.22,22.64,2,7,1,3,51,59,30,29,18,21,10,17,9,10,4,1,51,32,8,3,P2
Hard,R,L,183,?,33.51,19.46,8,7,1,6,83,88,43,56,31,45,19,15,13,14,6,1,74,31,9,2,P2
Hard,R,R,188,?,31.63,28.44,14,17,6,3,103,110,69,68,57,57,19,24,17,17,1,3,42,56,2,3,P2
Hard,R,R,203,185,32.37,32.29,22,6,1,7,87,75,61,40,41,32,14,19,12,12,2,1,9,25,4,3,P2
Hard,R,R,?,178,20.14,28.76,4,6,5,0,61,49,35,33,22,28,10,8,9,9,7,0,15,12,11,1,P2
Hard,R,R,196,?,27.76,22.64,14,2,2,0,57,60,38,37,33,31,8,17,10,11,0,0,20,32,1,0,P2
Hard,R,L,?,?,28.44,19.46,9,16,3,4,118,99,74,55,53,44,25,26,16,16,4,2,56,31,5,3,P2
Hard,R,R,185,178,32.29,28.76,7,10,2,0,71,52,40,38,28,32,12,9,10,9,5,0,25,12,8,0,P2
Hard,L,R,?,?,19.46,22.64,4,12,5,0,51,54,32,35,20,28,9,12,9,9,2,1,31,32,5,1,P2
Hard,R,R,178,?,28.76,22.64,4,8,3,1,49,43,32,27,23,25,5,13,9,9,2,1,12,32,5,1,P2
Hard,L,R,?,188,23.32,31.65,10,10,2,3,81,63,51,36,37,32,13,16,10,11,5,3,64,41,6,3,P2
Hard,R,R,?,?,21.65,22.39,7,4,1,2,77,70,53,45,27,29,13,12,13,12,2,5,93,26,8,9,P2
Hard,R,R,183,?,33.78,26.02,8,8,1,4,101,111,71,81,53,58,13,14,17,17,3,4,31,21,7,7,P2
Hard,R,R,193,?,32.1,20.16,11,2,5,1,101,109,63,67,47,47,17,23,16,16,5,8,37,15,8,11,P2
Hard,R,R,188,?,28.79,22.38,10,17,0,2,108,99,73,69,46,52,18,17,15,16,5,3,32,27,8,4,P2
Hard,L,R,188,183,30.72,30.78,6,1,4,0,59,45,36,33,25,27,8,9,9,9,2,0,50,83,5,0,P2
Hard,L,R,?,185,19.48,26.62,6,4,2,0,47,46,27,30,15,24,8,10,8,8,1,0,29,23,5,0,P2
Hard,R,R,193,?,28.29,19.64,8,4,1,0,75,80,47,50,35,37,15,19,11,11,1,5,82,33,2,5,P2
Hard,R,R,188,196,27.24,29.42,3,6,0,3,56,69,42,35,25,29,10,18,9,10,6,1,24,62,8,1,P2
Hard,R,R,185,?,26.61,23.75,3,11,3,1,70,68,46,44,30,35,11,12,10,11,2,4,35,14,5,5,P2
Hard,L,R,183,190,30.28,34.63,2,4,2,0,57,60,35,39,25,29,11,11,10,10,2,1,46,47,5,2,P2
Hard,L,R,190,?,31.13,22.99,7,18,2,4,103,95,61,63,48,49,25,17,16,15,5,2,71,48,6,3,P2
Hard,R,R,?,188,20.71,30.87,8,4,2,2,90,81,54,51,38,39,17,13,14,14,4,2,40,51,8,5,P2
Hard,R,R,172,?,26.38,26.66,0,1,1,0,54,52,39,30,25,25,9,16,9,10,1,3,39,42,3,3,P2
Hard,R,R,185,185,26.04,29.23,10,17,6,4,111,105,68,60,51,50,18,23,15,16,3,4,17,68,6,5,P2
Hard,R,R,183,?,33.53,21.9,14,4,1,4,80,85,52,63,39,49,17,11,14,15,6,3,69,19,8,4,P2
Hard,R,L,193,190,23.45,28.13,14,18,5,0,82,75,56,57,35,47,17,11,14,15,5,0,38,104,7,1,P2
Hard,R,R,188,185,31.4,32.31,9,5,2,0,63,64,36,45,22,29,16,11,11,11,1,4,53,25,5,6,P2
Hard,R,R,?,?,32.05,18.98,3,5,2,2,87,59,70,38,41,31,7,11,10,10,8,0,254,415,11,1,P2
Hard,R,R,190,?,31.51,20.94,4,14,3,2,71,68,48,48,32,40,13,12,10,11,4,1,44,59,5,1,P2
Hard,R,R,170,198,26.14,31,0,14,6,1,57,58,35,39,24,34,11,9,9,10,3,3,16,57,6,4,P2
Hard,R,R,196,?,27.78,23.48,23,7,4,3,88,91,56,63,43,47,15,18,15,15,3,3,20,78,6,4,P2
Hard,R,R,?,183,20.97,30.48,7,6,5,2,82,62,45,33,32,17,11,20,9,10,8,2,73,28,12,4,P2
Hard,R,R,?,?,28.26,22.66,10,13,8,5,116,99,72,55,58,46,19,23,16,15,3,2,216,22,4,3,P2
Hard,R,R,188,188,31.65,31.38,7,4,3,2,65,53,44,40,31,34,8,6,11,10,2,0,41,3,5,0,P2
Hard,R,R,?,?,22.39,26.02,6,7,0,2,109,113,84,85,57,58,15,16,17,17,2,4,26,21,5,8,P2
Hard,R,R,?,?,22.38,20.16,5,6,0,2,75,73,50,49,41,40,11,11,11,11,2,3,27,15,4,4,P2
Hard,R,R,183,203,30.78,32.39,1,14,2,3,51,45,32,31,15,27,12,9,8,9,0,0,83,8,3,0,P2
Hard,R,R,185,198,26.62,21.47,9,12,5,0,73,63,46,43,32,36,12,9,11,11,7,4,23,5,10,5,P2
Hard,R,R,196,?,29.42,19.64,1,2,0,2,60,75,27,54,18,36,16,11,9,10,3,6,62,33,6,7,P2
Hard,R,R,190,?,34.63,23.75,3,8,2,1,62,62,39,43,28,33,9,10,9,10,3,3,47,14,6,4,P2
Hard,R,R,198,?,30.03,22.99,17,15,6,0,90,95,62,62,50,47,14,17,16,16,3,5,6,48,5,8,P2
Hard,R,R,185,188,25.1,30.87,12,14,3,3,119,126,61,83,50,59,27,22,17,17,5,6,7,51,9,9,P2
Hard,R,R,?,185,26.66,29.23,15,7,4,1,105,134,64,85,48,62,24,25,17,17,3,9,42,68,5,10,P2
Hard,L,R,190,?,28.13,21.9,6,4,3,0,62,40,39,31,27,28,8,8,9,9,2,0,104,19,5,0,P2
Hard,R,R,185,198,32.31,30.04,12,9,0,2,77,79,60,53,44,41,8,13,12,12,1,0,25,4,3,1,P2
Hard,R,R,?,178,18.98,28.77,3,3,1,0,75,62,47,42,32,28,9,14,12,12,5,0,415,12,10,2,P2
Hard,R,R,?,198,20.94,31,12,13,3,3,95,104,61,71,42,58,21,16,16,17,1,3,59,57,4,4,P2
Hard,R,R,?,183,23.48,30.48,5,4,3,2,83,74,59,54,39,41,8,8,13,13,8,3,78,28,13,6,P2
Hard,R,R,?,185,22.66,37.17,5,10,3,0,101,86,66,61,42,50,19,9,15,15,4,1,22,2,7,3,P2
Hard,R,R,?,188,26.02,31.38,3,7,3,0,63,42,41,34,21,29,10,5,8,8,7,2,21,3,11,2,P2
Hard,R,R,?,203,20.16,32.39,5,10,1,2,74,62,44,45,32,37,15,8,11,11,2,2,15,8,4,3,P2
Hard,R,R,?,198,19.64,21.47,0,6,2,2,50,52,33,34,20,28,7,11,8,9,1,5,33,5,4,5,P2
Hard,R,R,?,?,22.99,23.75,17,7,5,2,78,63,50,41,37,32,11,13,11,10,7,4,48,14,10,5,P2
Hard,R,R,185,188,29.23,30.87,3,15,2,1,53,43,30,32,21,28,10,8,8,9,2,0,68,51,5,0,P2
Hard,R,R,198,?,30.04,21.9,3,5,0,1,41,40,29,28,19,19,7,8,6,6,0,0,4,19,1,0,P2
Hard,R,R,198,178,31,28.77,16,5,0,1,73,72,49,36,36,25,14,26,11,11,2,1,57,12,3,1,P2
Hard,R,R,183,185,30.48,37.17,9,8,2,1,91,81,59,54,40,37,18,17,13,14,6,2,28,2,9,5,P2
Hard,R,R,203,188,32.39,31.38,16,8,4,1,73,65,47,47,36,40,10,11,10,11,1,1,8,3,2,1,P2
Hard,R,R,?,198,23.75,21.47,7,4,3,2,52,54,36,35,28,27,6,14,10,10,0,1,14,5,2,1,P2
Hard,R,R,188,?,30.87,21.9,9,8,5,0,67,59,40,39,26,25,12,14,11,11,4,1,51,19,8,3,P2
Hard,R,R,178,185,28.77,37.17,0,10,3,1,83,84,53,60,33,39,15,13,11,11,5,4,12,2,8,6,P2
Hard,R,R,198,188,21.47,31.38,2,0,3,1,34,46,19,33,10,26,6,7,7,8,2,0,5,3,6,0,P2
Hard,R,R,185,?,37.17,21.9,8,9,0,0,61,49,41,38,30,32,10,8,10,10,5,0,2,19,7,0,P2
Hard,R,R,?,188,21.9,31.38,3,7,1,0,72,52,56,32,34,29,9,14,9,10,7,1,19,3,9,1,P2
Hard,R,L,190,?,32.51,23.15,1,3,1,2,50,48,34,37,21,31,6,4,8,9,5,2,95,87,9,3,P2
Hard,R,R,?,?,23.01,23.5,18,4,2,2,84,58,54,44,33,33,13,10,10,9,4,0,43,84,7,0,P2
Hard,R,R,193,183,32.77,33.8,2,2,0,1,47,47,31,26,15,21,8,13,8,8,1,3,150,32,5,3,P2
Hard,R,R,188,193,31.42,28.31,5,10,0,0,53,56,33,34,21,28,15,18,10,11,1,1,53,79,3,1,P2
Hard,L,R,185,188,28.41,33.49,11,12,0,1,101,106,71,70,55,56,22,22,18,18,3,1,65,75,4,2,P2
Hard,L,R,?,193,30.75,32.12,3,12,0,1,59,45,41,31,22,23,5,9,7,8,7,1,110,38,12,2,P2
Hard,R,L,?,188,20.73,37.07,11,18,3,0,72,70,52,50,37,37,13,13,11,11,6,0,45,70,7,0,P2
Hard,R,R,?,?,26.4,28.47,2,13,1,0,63,43,40,30,25,26,7,4,9,8,4,0,154,58,9,1,P2
Hard,U,L,?,?,21.45,25.26,2,12,2,2,65,54,44,41,29,32,12,10,10,10,6,1,80,93,8,1,P2
Hard,R,R,190,?,31.53,24.64,11,7,1,2,76,83,50,50,40,41,14,19,12,12,0,2,48,97,2,4,P2
Hard,R,R,183,?,26.28,25.83,3,0,6,4,102,101,65,66,40,44,17,18,16,15,7,6,100,167,13,10,P2
Hard,R,L,185,188,38.41,30.74,6,3,1,2,56,53,30,28,22,26,11,13,10,10,2,3,158,64,5,4,P2
Hard,L,R,?,170,23.15,26.16,9,5,2,3,124,117,87,70,56,53,21,25,18,18,12,3,87,17,16,6,P2
Hard,R,R,?,183,23.5,33.8,2,5,2,0,56,40,37,23,17,19,6,11,7,7,6,2,84,32,11,2,P2
Hard,R,R,196,193,27.8,28.31,9,11,1,1,63,74,47,57,39,48,9,9,12,12,0,0,20,79,1,0,P2
Hard,R,R,188,193,33.49,32.12,3,11,1,4,80,82,54,46,40,36,16,22,15,14,2,6,75,38,4,7,P2
Hard,L,R,188,?,37.07,28.47,20,20,3,0,82,80,56,53,48,39,9,19,14,14,4,3,70,58,6,4,P2
Hard,L,R,?,185,25.26,32.33,5,11,3,1,97,74,62,49,42,38,15,15,14,14,6,1,93,28,10,3,P2
Hard,R,R,?,?,25.83,24.64,3,11,5,4,110,105,74,67,55,54,12,16,16,17,2,2,167,97,6,4,P2
Hard,L,R,188,?,30.74,23.77,3,4,2,1,43,39,25,26,15,22,3,8,7,7,8,1,64,15,13,1,P2
Hard,R,R,183,170,33.8,26.16,4,1,2,2,61,61,35,43,21,29,7,4,10,9,4,3,32,17,10,6,P2
Hard,R,R,193,193,28.31,32.12,10,10,3,1,73,65,45,41,31,32,15,14,11,11,6,2,79,38,8,2,P2
Hard,R,R,?,185,28.47,32.33,21,12,1,4,105,107,74,70,54,55,21,21,17,17,2,2,58,28,5,4,P2
Hard,R,R,?,?,24.64,23.77,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,97,15,?,?,P2
Hard,R,R,170,193,26.16,32.12,1,10,2,1,57,60,38,36,22,27,12,14,9,10,2,2,17,38,5,3,P2
Hard,R,R,185,?,32.33,23.77,5,16,2,1,57,65,39,35,25,32,9,15,9,10,9,5,28,15,11,5,P2
Hard,R,R,193,?,32.12,23.77,17,4,5,0,105,105,73,61,55,47,21,27,17,16,6,4,38,15,7,6,P2
Hard,R,R,?,180,25.77,28.29,10,4,2,1,78,82,46,59,33,38,15,13,13,14,2,4,215,50,5,7,P2
Hard,R,R,?,181,23.37,29.24,8,7,3,1,114,122,67,75,44,53,28,26,17,17,5,8,86,72,7,10,P2
Hard,R,R,188,175,32.1,28.32,8,5,1,1,51,52,37,28,28,24,6,16,10,9,0,1,89,107,2,1,P2
Hard,U,R,?,196,22.51,33.23,17,7,0,5,74,104,49,66,41,48,12,21,14,15,2,9,52,172,4,10,P2
Hard,R,R,185,?,34.74,27.26,1,6,3,3,62,65,28,40,20,31,17,12,10,10,1,0,54,76,4,1,P2
Hard,R,R,?,193,20.99,23.47,12,25,6,5,96,85,47,64,37,51,22,8,14,15,6,6,78,37,9,8,P2
Hard,L,R,190,190,29.26,34.65,3,4,4,2,62,61,38,36,22,28,10,9,10,9,2,0,47,46,7,2,P2
Hard,R,R,?,188,21.33,27.58,1,5,4,2,61,58,32,40,20,29,17,14,9,10,3,1,219,51,5,1,P2
Hard,R,R,183,185,30.8,28.44,4,2,1,1,80,83,58,50,36,36,11,14,11,11,3,6,73,105,6,8,P2
Hard,R,R,172,?,26.4,25.92,2,12,1,3,81,78,38,45,29,36,17,22,13,14,1,1,39,217,6,2,P2
Hard,L,R,190,196,31.15,29.44,9,9,7,5,93,82,52,36,39,31,18,24,13,14,3,3,71,57,6,6,P2
Hard,R,L,?,183,24.19,30.29,15,9,3,5,119,104,83,66,60,44,19,24,15,16,11,0,218,49,12,2,P2
Hard,R,R,180,?,28.29,22.67,2,5,1,4,48,51,34,31,16,22,6,11,7,8,6,1,50,21,11,2,P2
Hard,R,R,181,175,29.24,28.32,12,8,3,3,108,123,55,57,41,48,26,25,16,17,4,6,72,107,7,11,P2
Hard,R,R,196,?,33.23,22.4,6,10,4,1,77,81,49,58,30,43,15,12,11,11,3,12,172,26,6,13,P2
Hard,R,R,193,?,23.47,27.26,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,37,76,?,?,P2
Hard,R,R,188,190,27.58,34.65,9,1,2,2,74,86,43,49,33,38,14,18,12,12,1,6,51,46,4,9,P2
Hard,R,R,185,185,28.44,26.63,2,12,3,2,81,67,45,40,27,26,16,15,11,11,5,3,105,34,10,6,P2
Hard,R,R,196,?,29.44,25.92,7,8,2,4,60,65,37,40,27,27,4,11,10,10,9,8,57,217,14,11,P2
Hard,R,L,?,183,26.04,30.29,6,11,4,0,64,34,36,28,22,27,12,5,9,8,8,0,19,49,12,0,P2
